requirement_id,document_id,document_title,document_version,document_category,section_id,section_heading,requirement_text,obligation,requirement_type,applicable_roles,role_scope,competency,priority,due_stage,assessment_requirement,prerequisite,precedence_level,conflict_status,duplicate_of,include_in_active_matrix
POL-07-3.1,POL-07,AML and KYC Compliance Policy,2.0,Policy,3.1,Customer Due Diligence,Staff must verify the CNIC of the customer through the NADRA verification system before opening any account.,Mandatory,Must Know,Sales Executive; Customer Service Officer; Branch Manager; Cash Teller,Role-Specific,Customer Due Diligence,High,Week 1,Knowledge Quiz,,1,,,Yes
POL-07-3.2,POL-07,AML and KYC Compliance Policy,2.0,Policy,3.2,Customer Due Diligence,"Staff must obtain source-of-income documents for accounts expected to receive more than PKR 1,000,000 per month.",Mandatory,Must Know,Sales Executive; Customer Service Officer; Branch Manager; Cash Teller,Role-Specific,Customer Due Diligence,High,Week 1,Knowledge Quiz,,1,,,Yes
POL-07-3.3,POL-07,AML and KYC Compliance Policy,2.0,Policy,3.3,Customer Due Diligence,Enhanced due diligence must be applied to politically exposed persons (PEPs).,Mandatory,Must Know,Sales Executive; Customer Service Officer; Branch Manager; Cash Teller,Role-Specific,Customer Due Diligence,High,Week 1,Knowledge Quiz,,1,,,Yes
POL-07-4.1,POL-07,AML and KYC Compliance Policy,2.0,Policy,4.1,Suspicious Activity,Staff must report any suspicious transaction to the Compliance Officer on the same working day.,Mandatory,Must Know,Sales Executive; Customer Service Officer; Branch Manager; Cash Teller; Operations Coordinator,Role-Specific,Suspicious Activity,High,Week 1,Knowledge Quiz,,1,,,Yes
POL-07-4.2,POL-07,AML and KYC Compliance Policy,2.0,Policy,4.2,Suspicious Activity,Staff must not inform the customer that a suspicious activity report has been filed.,Mandatory,Must Know,Sales Executive; Customer Service Officer; Branch Manager; Cash Teller; Operations Coordinator,Role-Specific,Suspicious Activity,High,Week 1,Knowledge Quiz,,1,,,Yes
POL-07-5.1,POL-07,AML and KYC Compliance Policy,2.0,Policy,5.1,Cash Thresholds,"If a single cash deposit exceeds PKR 2,000,000, the Cash Teller must obtain Branch Manager approval before processing it.",Mandatory,Must Know,Cash Teller; Branch Manager,Role-Specific,Cash Thresholds,High,Week 1,Knowledge Quiz,,1,,,Yes
POL-07-5.2,POL-07,AML and KYC Compliance Policy,2.0,Policy,5.2,Cash Thresholds,Branch Managers must review the daily large-cash transaction report before close of business.,Mandatory,Must Know,Cash Teller; Branch Manager,Role-Specific,Cash Thresholds,High,Week 1,Knowledge Quiz,,1,,,Yes
POL-07-6.1,POL-07,AML and KYC Compliance Policy,2.0,Policy,6.1,Compliance Monitoring,Compliance Officers must file Suspicious Transaction Reports with the Financial Monitoring Unit within 7 days of detection.,Mandatory,Must Know,Compliance Officer,Role-Specific,Compliance Monitoring,High,Week 1,Knowledge Quiz,,1,,,Yes
POL-07-6.2,POL-07,AML and KYC Compliance Policy,2.0,Policy,6.2,Compliance Monitoring,Compliance Officers must perform monthly sample testing of KYC files.,Mandatory,Must Know,Compliance Officer,Role-Specific,Compliance Monitoring,High,Week 1,Knowledge Quiz,,1,,,Yes
POL-07-6.3,POL-07,AML and KYC Compliance Policy,2.0,Policy,6.3,Compliance Monitoring,Compliance Officers should maintain a watch list of high-risk customers.,Recommended,Recommended,Compliance Officer,Role-Specific,Compliance Monitoring,Low,Week 1,None,,1,,,Yes
POL-08-2.1,POL-08,Fraud Prevention and Whistleblowing Policy,1.0,Policy,2.1,Fraud Awareness,All employees must complete the Fraud Awareness module within 30 days of joining.,Mandatory,Must Complete,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Fraud Awareness,High,First 30 Days,Knowledge Quiz,,1,,,Yes
POL-08-2.2,POL-08,Fraud Prevention and Whistleblowing Policy,1.0,Policy,2.2,Fraud Awareness,Employees must report suspected fraud through the whistleblowing channel or to the Compliance Officer.,Mandatory,Must Know,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Fraud Awareness,High,Week 1,Knowledge Quiz,,1,,,Yes
POL-08-3.1,POL-08,Fraud Prevention and Whistleblowing Policy,1.0,Policy,3.1,Whistleblowing,Employees may report concerns anonymously through the confidential hotline.,Optional,Optional,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Whistleblowing,Low,Week 1,None,,1,,,Yes
POL-08-3.2,POL-08,Fraud Prevention and Whistleblowing Policy,1.0,Policy,3.2,Whistleblowing,Employees must not attempt to investigate suspected fraud on their own.,Mandatory,Must Know,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Whistleblowing,High,Week 1,Knowledge Quiz,,1,,,Yes
POL-08-4.1,POL-08,Fraud Prevention and Whistleblowing Policy,1.0,Policy,4.1,Segregation of Duties,The same employee must not both initiate and approve a payment.,Mandatory,Must Know,Finance Associate; Operations Coordinator; Cash Teller,Role-Specific,Segregation of Duties,High,Week 1,Knowledge Quiz,,1,,,Yes
POL-08-4.2,POL-08,Fraud Prevention and Whistleblowing Policy,1.0,Policy,4.2,Segregation of Duties,Staff must use the maker-checker process for all payments and cash adjustments.,Mandatory,Must Know,Finance Associate; Operations Coordinator; Cash Teller,Role-Specific,Segregation of Duties,High,Week 1,Knowledge Quiz,,1,,,Yes
POL-08-5.1,POL-08,Fraud Prevention and Whistleblowing Policy,1.0,Policy,5.1,Investigation,Compliance Officers must log every fraud report in the case management system within 24 hours.,Mandatory,Must Know,Compliance Officer,Role-Specific,Investigation,High,Week 1,Knowledge Quiz,,1,,,Yes
POL-08-5.2,POL-08,Fraud Prevention and Whistleblowing Policy,1.0,Policy,5.2,Investigation,"Compliance Officers must escalate fraud cases above PKR 500,000 to the Head of Compliance.",Mandatory,Must Know,Compliance Officer,Role-Specific,Investigation,High,Week 1,Knowledge Quiz,,1,,,Yes
SOP-01-2.1,SOP-01,Customer Complaint Handling Procedure,1.0,SOP,2.1,Receiving Complaints,Staff must log every customer complaint in the Complaint Management System (CMS) at the time it is received.,Mandatory,Must Know,Customer Service Officer; Cash Teller; Sales Executive; Branch Manager,Role-Specific,Receiving Complaints,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-01-2.2,SOP-01,Customer Complaint Handling Procedure,1.0,SOP,2.2,Receiving Complaints,Staff must give the customer a complaint reference number.,Mandatory,Must Know,Customer Service Officer; Cash Teller; Sales Executive; Branch Manager,Role-Specific,Receiving Complaints,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-01-2.3,SOP-01,Customer Complaint Handling Procedure,1.0,SOP,2.3,Receiving Complaints,Staff should apologise for the inconvenience without admitting liability.,Recommended,Recommended,Customer Service Officer; Cash Teller; Sales Executive; Branch Manager,Role-Specific,Receiving Complaints,Low,Week 2,None,,3,,,Yes
SOP-01-3.1,SOP-01,Customer Complaint Handling Procedure,1.0,SOP,3.1,Resolution,Customer Service Officers must acknowledge each complaint within 24 hours.,Mandatory,Must Acknowledge,Customer Service Officer,Role-Specific,Resolution,Medium,Week 2,Signed Acknowledgement,,3,,,Yes
SOP-01-3.2,SOP-01,Customer Complaint Handling Procedure,1.0,SOP,3.2,Resolution,Customer Service Officers must resolve standard complaints within 5 working days.,Mandatory,Must Know,Customer Service Officer,Role-Specific,Resolution,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-01-3.3,SOP-01,Customer Complaint Handling Procedure,1.0,SOP,3.3,Resolution,Unresolved complaints must be escalated to the Branch Manager after 48 hours.,Mandatory,Must Know,Customer Service Officer,Role-Specific,Resolution,Medium,Week 2,Knowledge Quiz,,3,Overridden by SOP-02-2.2 (C04),,No
SOP-01-3.4,SOP-01,Customer Complaint Handling Procedure,1.0,SOP,3.4,Resolution,Customer Service Officers must demonstrate complaint logging in the CMS training environment within the first week of joining.,Mandatory,Must Demonstrate,Customer Service Officer,Role-Specific,Resolution,Medium,Week 1,Practical Assessment,,3,,,Yes
SOP-01-4.1,SOP-01,Customer Complaint Handling Procedure,1.0,SOP,4.1,Closure,Complaints must be closed only after the customer confirms resolution or 7 days pass without a response.,Mandatory,Must Complete,Customer Service Officer; Branch Manager,Role-Specific,Closure,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-01-4.2,SOP-01,Customer Complaint Handling Procedure,1.0,SOP,4.2,Closure,Branch Managers must review all complaints closed in their branch every week.,Mandatory,Must Know,Customer Service Officer; Branch Manager,Role-Specific,Closure,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-01-4.3,SOP-01,Customer Complaint Handling Procedure,1.0,SOP,4.3,Closure,"Staff may offer a goodwill gesture of up to PKR 2,000 with Branch Manager approval.",Optional,Optional,Customer Service Officer; Branch Manager,Role-Specific,Closure,Low,Week 2,None,,3,,,Yes
SOP-02-2.2,SOP-02,Escalation Procedure,2.0,SOP,2.2,Escalation Levels,Unresolved customer complaints must be escalated to the Branch Manager within 24 hours.,Mandatory,Must Know,Customer Service Officer; Branch Manager; Operations Coordinator; Team Leader,Role-Specific,Escalation Levels,Medium,Week 2,Knowledge Quiz,,3,Prevails over SOP-01-3.3,,Yes
SOP-02-2.3,SOP-02,Escalation Procedure,2.0,SOP,2.3,Escalation Levels,Issues unresolved at branch level must be escalated to the Regional Office within 3 working days.,Mandatory,Must Know,Customer Service Officer; Branch Manager; Operations Coordinator; Team Leader,Role-Specific,Escalation Levels,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-02-2.4,SOP-02,Escalation Procedure,2.0,SOP,2.4,Escalation Levels,Every escalation must be recorded in the CMS together with the reason for escalation.,Mandatory,Must Know,Customer Service Officer; Branch Manager; Operations Coordinator; Team Leader,Role-Specific,Escalation Levels,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-02-3.1,SOP-02,Escalation Procedure,2.0,SOP,3.1,Operational Incidents,Operations Coordinators must escalate system outages affecting customers to IT Support within 15 minutes.,Mandatory,Must Know,Operations Coordinator; Team Leader,Role-Specific,Operational Incidents,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-02-3.2,SOP-02,Escalation Procedure,2.0,SOP,3.2,Operational Incidents,Team Leaders must inform the Branch Manager of any incident affecting more than 10 customers.,Mandatory,Must Know,Operations Coordinator; Team Leader,Role-Specific,Operational Incidents,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-02-3.3,SOP-02,Escalation Procedure,2.0,SOP,3.3,Operational Incidents,Team Leaders should hold a short debrief with the team after every major incident.,Recommended,Recommended,Operations Coordinator; Team Leader,Role-Specific,Operational Incidents,Low,Week 2,None,,3,,,Yes
SOP-02-4.1,SOP-02,Escalation Procedure,2.0,SOP,4.1,Training,Staff in scope must complete the Escalation Procedure module within 14 days of joining.,Mandatory,Must Complete,Customer Service Officer; Branch Manager; Operations Coordinator; Team Leader,Role-Specific,Training,Medium,Week 2,Knowledge Quiz,SOP-01-3.4,3,,,Yes
SOP-02-4.2,SOP-02,Escalation Procedure,2.0,SOP,4.2,Training,Staff in scope must demonstrate the escalation workflow in a role-play scenario within 30 days of joining.,Mandatory,Must Demonstrate,Customer Service Officer; Branch Manager; Operations Coordinator; Team Leader,Role-Specific,Training,Medium,First 30 Days,Practical Assessment,,3,,,Yes
SOP-03-2.1,SOP-03,Account Opening and KYC Procedure,2.0,SOP,2.1,Customer Onboarding,Staff must complete the Account Opening Form with all mandatory fields before submission.,Mandatory,Must Complete,Sales Executive; Customer Service Officer,Role-Specific,Customer Onboarding,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-03-2.2,SOP-03,Account Opening and KYC Procedure,2.0,SOP,2.2,Customer Onboarding,Staff must verify the CNIC of the customer through NADRA verification before opening the account.,Mandatory,Must Know,Sales Executive; Customer Service Officer,Role-Specific,Customer Onboarding,Medium,Week 2,Knowledge Quiz,,3,,POL-07-3.1,Yes
SOP-03-2.3,SOP-03,Account Opening and KYC Procedure,2.0,SOP,2.3,Customer Onboarding,Staff must capture the photograph and digital signature of the customer in the core banking system.,Mandatory,Must Know,Sales Executive; Customer Service Officer,Role-Specific,Customer Onboarding,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-03-2.4,SOP-03,Account Opening and KYC Procedure,2.0,SOP,2.4,Customer Onboarding,Staff should explain the account fee schedule to the customer.,Recommended,Recommended,Sales Executive; Customer Service Officer,Role-Specific,Customer Onboarding,Low,Week 2,None,,3,,,Yes
SOP-03-3.1,SOP-03,Account Opening and KYC Procedure,2.0,SOP,3.1,Approval,Every new account must be approved by the Branch Manager before activation.,Mandatory,Must Know,Sales Executive; Branch Manager,Role-Specific,Approval,Medium,Week 2,Knowledge Quiz,,3,Prevails over RD-01-3.3,,Yes
SOP-03-3.2,SOP-03,Account Opening and KYC Procedure,2.0,SOP,3.2,Approval,Branch Managers must approve or return account applications within 1 working day.,Mandatory,Must Know,Sales Executive; Branch Manager,Role-Specific,Approval,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-03-4.1,SOP-03,Account Opening and KYC Procedure,2.0,SOP,4.1,High-Risk Customers,Accounts for high-risk customers must be referred to the Compliance Officer before approval.,Mandatory,Must Know,Sales Executive; Branch Manager; Compliance Officer,Role-Specific,High-Risk Customers,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-03-4.2,SOP-03,Account Opening and KYC Procedure,2.0,SOP,4.2,High-Risk Customers,Compliance Officers must complete the high-risk review within 2 working days.,Mandatory,Must Complete,Sales Executive; Branch Manager; Compliance Officer,Role-Specific,High-Risk Customers,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-03-5.1,SOP-03,Account Opening and KYC Procedure,2.0,SOP,5.1,Training,Staff in scope must demonstrate opening a test account in the training system within 14 days of joining.,Mandatory,Must Demonstrate,Sales Executive; Customer Service Officer; Branch Manager,Role-Specific,Training,Medium,Week 2,Practical Assessment,POL-07-2.1,3,,,Yes
SOP-04-2.1,SOP-04,Cash Handling and Vault Procedure,2.0,SOP,2.1,Teller Cash Limits,"Cash Tellers must not hold more than PKR 1,500,000 in their counter drawer at any time.",Mandatory,Must Know,Cash Teller,Role-Specific,Teller Cash Limits,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-04-2.2,SOP-04,Cash Handling and Vault Procedure,2.0,SOP,2.2,Teller Cash Limits,Excess cash must be transferred to the vault immediately using the vault transfer slip.,Mandatory,Must Know,Cash Teller,Role-Specific,Teller Cash Limits,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-04-2.3,SOP-04,Cash Handling and Vault Procedure,2.0,SOP,2.3,Teller Cash Limits,Cash Tellers must count cash in front of the customer and under CCTV coverage.,Mandatory,Must Know,Cash Teller,Role-Specific,Teller Cash Limits,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-04-2.4,SOP-04,Cash Handling and Vault Procedure,2.0,SOP,2.4,Teller Cash Limits,Cash Tellers must balance their cash drawer at the end of each working day.,Mandatory,Must Know,Cash Teller,Role-Specific,Teller Cash Limits,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-04-3.1,SOP-04,Cash Handling and Vault Procedure,2.0,SOP,3.1,Vault Control,The vault must be opened only under dual control by two authorised staff members.,Mandatory,Must Know,Branch Manager; Operations Coordinator,Role-Specific,Vault Control,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-04-3.2,SOP-04,Cash Handling and Vault Procedure,2.0,SOP,3.2,Vault Control,Vault keys and combination codes must be held by different people.,Mandatory,Must Know,Branch Manager; Operations Coordinator,Role-Specific,Vault Control,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-04-3.3,SOP-04,Cash Handling and Vault Procedure,2.0,SOP,3.3,Vault Control,Operations Coordinators must reconcile the vault balance with the core banking system daily.,Mandatory,Must Know,Branch Manager; Operations Coordinator,Role-Specific,Vault Control,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-04-4.1,SOP-04,Cash Handling and Vault Procedure,2.0,SOP,4.1,Shortages and Excesses,"Any cash shortage or excess above PKR 1,000 must be reported to the Branch Manager immediately.",Mandatory,Must Know,Cash Teller; Branch Manager,Role-Specific,Shortages and Excesses,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-04-4.2,SOP-04,Cash Handling and Vault Procedure,2.0,SOP,4.2,Shortages and Excesses,Branch Managers must record shortages in the incident register and inform Operations on the same day.,Mandatory,Must Know,Cash Teller; Branch Manager,Role-Specific,Shortages and Excesses,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-04-5.1,SOP-04,Cash Handling and Vault Procedure,2.0,SOP,5.1,Counterfeit Notes,Cash Tellers must check every high-value note using the counterfeit detection machine.,Mandatory,Must Know,Cash Teller,Role-Specific,Counterfeit Notes,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-04-5.2,SOP-04,Cash Handling and Vault Procedure,2.0,SOP,5.2,Counterfeit Notes,Cash Tellers should retain suspected counterfeit notes and issue a receipt to the customer.,Recommended,Recommended,Cash Teller,Role-Specific,Counterfeit Notes,Low,Week 2,None,,3,,,Yes
SOP-04-6.1,SOP-04,Cash Handling and Vault Procedure,2.0,SOP,6.1,Training,Staff in scope must demonstrate the cash drawer balancing procedure under supervision within the first week of joining.,Mandatory,Must Demonstrate,Cash Teller; Branch Manager; Operations Coordinator,Role-Specific,Training,Medium,Week 1,Practical Assessment,,3,,,Yes
SOP-05-2.1,SOP-05,IT Incident and Access Request Procedure,2.0,SOP,2.1,Access Requests,System access must be requested by the reporting manager through the IT Service Portal.,Mandatory,Must Know,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Access Requests,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-05-2.3,SOP-05,IT Incident and Access Request Procedure,2.0,SOP,2.3,Access Requests,Employees must not use the account of another employee while waiting for their own access.,Mandatory,Must Know,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Access Requests,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-05-3.1,SOP-05,IT Incident and Access Request Procedure,2.0,SOP,3.1,Incident Reporting,Employees must report IT incidents through the IT Service Portal or by calling extension 1100.,Mandatory,Must Know,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Incident Reporting,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-05-3.2,SOP-05,IT Incident and Access Request Procedure,2.0,SOP,3.2,Incident Reporting,Employees should include screenshots of error messages when reporting an incident.,Recommended,Recommended,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Incident Reporting,Low,Week 2,None,,3,,,Yes
SOP-05-4.1,SOP-05,IT Incident and Access Request Procedure,2.0,SOP,4.1,Incident Handling,IT Support Engineers must acknowledge Priority 1 incidents within 15 minutes.,Mandatory,Must Acknowledge,IT Support Engineer,Role-Specific,Incident Handling,Medium,Week 2,Signed Acknowledgement,,3,,,Yes
SOP-05-4.2,SOP-05,IT Incident and Access Request Procedure,2.0,SOP,4.2,Incident Handling,IT Support Engineers must resolve Priority 2 incidents within 8 working hours.,Mandatory,Must Know,IT Support Engineer,Role-Specific,Incident Handling,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-05-4.3,SOP-05,IT Incident and Access Request Procedure,2.0,SOP,4.3,Incident Handling,IT Support Engineers must fulfil approved access requests within 3 working days.,Mandatory,Must Know,IT Support Engineer,Role-Specific,Incident Handling,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-05-4.4,SOP-05,IT Incident and Access Request Procedure,2.0,SOP,4.4,Incident Handling,IT Support Engineers must document the root cause of every Priority 1 incident.,Mandatory,Must Know,IT Support Engineer,Role-Specific,Incident Handling,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-05-4.5,SOP-05,IT Incident and Access Request Procedure,2.0,SOP,4.5,Incident Handling,IT Support Engineers must complete the IT Service Portal administration training within the first week of joining.,Mandatory,Must Complete,IT Support Engineer,Role-Specific,Incident Handling,Medium,Week 1,Knowledge Quiz,,3,,,Yes
SOP-05-4.6,SOP-05,IT Incident and Access Request Procedure,2.0,SOP,4.6,Incident Handling,IT Support Engineers may use remote-support tools only after obtaining the consent of the user.,Optional,Optional,IT Support Engineer,Role-Specific,Incident Handling,Low,Week 2,None,,3,,,Yes
SOP-06-2.1,SOP-06,Expense and Payment Processing Procedure,1.0,SOP,2.1,Expense Claims,Employees must submit expense claims with original receipts within 30 days of incurring the expense.,Mandatory,Must Complete,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Expense Claims,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-06-3.1,SOP-06,Expense and Payment Processing Procedure,1.0,SOP,3.1,Payment Processing,Finance Associates must verify vendor details against the approved vendor master before processing any payment.,Mandatory,Must Know,Finance Associate,Role-Specific,Payment Processing,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-06-3.2,SOP-06,Expense and Payment Processing Procedure,1.0,SOP,3.2,Payment Processing,Finance Associates must process approved vendor invoices within 7 working days.,Mandatory,Must Know,Finance Associate,Role-Specific,Payment Processing,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-06-3.3,SOP-06,Expense and Payment Processing Procedure,1.0,SOP,3.3,Payment Processing,"Payments above PKR 1,000,000 must be approved by the Chief Financial Officer.",Mandatory,Must Know,Finance Associate,Role-Specific,Payment Processing,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-06-3.4,SOP-06,Expense and Payment Processing Procedure,1.0,SOP,3.4,Payment Processing,Finance Associates must not process a payment to a vendor whose bank details changed in the last 5 days without call-back verification.,Mandatory,Must Know,Finance Associate,Role-Specific,Payment Processing,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-06-3.5,SOP-06,Expense and Payment Processing Procedure,1.0,SOP,3.5,Payment Processing,Finance Associates must demonstrate a complete maker-checker payment cycle in the finance training system within 30 days of joining.,Mandatory,Must Demonstrate,Finance Associate,Role-Specific,Payment Processing,Medium,First 30 Days,Practical Assessment,POL-08-2.1,3,,,Yes
SOP-06-4.1,SOP-06,Expense and Payment Processing Procedure,1.0,SOP,4.1,Month-End Close,Finance Associates must complete bank reconciliations by the 5th working day of each month.,Mandatory,Must Complete,Finance Associate,Role-Specific,Month-End Close,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-06-4.2,SOP-06,Expense and Payment Processing Procedure,1.0,SOP,4.2,Month-End Close,Finance Associates should prepare variance explanations for differences above 5%.,Recommended,Recommended,Finance Associate,Role-Specific,Month-End Close,Low,Week 2,None,,3,,,Yes
SOP-06-5.1,SOP-06,Expense and Payment Processing Procedure,1.0,SOP,5.1,Branch Expenses,"Branch Managers must approve branch petty cash expenses up to PKR 25,000 per month.",Mandatory,Must Know,Branch Manager,Role-Specific,Branch Expenses,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-06-5.2,SOP-06,Expense and Payment Processing Procedure,1.0,SOP,5.2,Branch Expenses,Branch Managers may delegate petty cash approval to a Team Leader in writing.,Optional,Optional,Branch Manager,Role-Specific,Branch Expenses,Low,Week 2,None,,3,,,Yes
SOP-07-2.1,SOP-07,Marketing Content Approval Procedure,1.0,SOP,2.1,Content Creation,Marketing Executives must follow the Brand Guidelines (MKT-GD-01) for all external content.,Mandatory,Must Know,Marketing Executive,Role-Specific,Content Creation,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-07-2.2,SOP-07,Marketing Content Approval Procedure,1.0,SOP,2.2,Content Creation,Marketing Executives must not publish interest rates or offers that have not been approved by the Product team.,Mandatory,Must Know,Marketing Executive,Role-Specific,Content Creation,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-07-2.3,SOP-07,Marketing Content Approval Procedure,1.0,SOP,2.3,Content Creation,Marketing Executives should prepare content at least 10 working days before the campaign launch.,Recommended,Recommended,Marketing Executive,Role-Specific,Content Creation,Low,Week 2,None,,3,,,Yes
SOP-07-2.4,SOP-07,Marketing Content Approval Procedure,1.0,SOP,2.4,Content Creation,Marketing Executives must include the regulatory disclaimer on every advertisement for a financial product.,Mandatory,Must Know,Marketing Executive,Role-Specific,Content Creation,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-07-3.1,SOP-07,Marketing Content Approval Procedure,1.0,SOP,3.1,Approval,All external marketing content must be reviewed by the Compliance Officer before publication.,Mandatory,Must Know,Marketing Executive; Compliance Officer,Role-Specific,Approval,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-07-3.2,SOP-07,Marketing Content Approval Procedure,1.0,SOP,3.2,Approval,Compliance Officers must complete marketing content reviews within 3 working days.,Mandatory,Must Complete,Marketing Executive; Compliance Officer,Role-Specific,Approval,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-07-3.3,SOP-07,Marketing Content Approval Procedure,1.0,SOP,3.3,Approval,Approved content must be stored in the Marketing Content Library with its approval reference.,Mandatory,Must Know,Marketing Executive; Compliance Officer,Role-Specific,Approval,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-07-4.1,SOP-07,Marketing Content Approval Procedure,1.0,SOP,4.1,Customer Data in Marketing,Marketing Executives must include only customers who have given marketing consent in campaign lists.,Mandatory,Must Know,Marketing Executive,Role-Specific,Customer Data in Marketing,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-07-4.2,SOP-07,Marketing Content Approval Procedure,1.0,SOP,4.2,Customer Data in Marketing,Marketing Executives must request campaign data from the Data Analytics team using the data request form described in SOP-08.,Mandatory,Must Know,Marketing Executive,Role-Specific,Customer Data in Marketing,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-07-5.1,SOP-07,Marketing Content Approval Procedure,1.0,SOP,5.1,Training,Marketing Executives must complete the Responsible Marketing module within 30 days of joining.,Mandatory,Must Complete,Marketing Executive,Role-Specific,Training,Medium,First 30 Days,Knowledge Quiz,,3,,,Yes
SOP-08-2.1,SOP-08,Data Access and Reporting Procedure,1.0,SOP,2.1,Data Access,Data Analysts must request access to production data sources through the IT Service Portal as described in SOP-05.,Mandatory,Must Know,Data Analyst,Role-Specific,Data Access,Medium,Week 2,Knowledge Quiz,POL-06-2.2,3,,,Yes
SOP-08-2.2,SOP-08,Data Access and Reporting Procedure,1.0,SOP,2.2,Data Access,Data Analysts must complete Information Security Basics and Data Privacy Essentials before being granted data access.,Mandatory,Must Complete,Data Analyst,Role-Specific,Data Access,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-08-2.3,SOP-08,Data Access and Reporting Procedure,1.0,SOP,2.3,Data Access,Data Analysts must use only the approved analytics tools listed in the IT Tools Catalogue.,Mandatory,Must Know,Data Analyst,Role-Specific,Data Access,Medium,Week 2,Knowledge Quiz,,3,,,Yes
